coin,id,timestamp,signal_direction,signal_strength,bad_traders_total,long_count,short_count,long_percentage,short_percentage,long_usd_value,short_usd_value,long_usd_percentage,short_usd_percentage,confidence_score,primary_metric,current_price
BTC,106376,2026-03-07 17:54:22,SHORT,MODERATE,602,358,244,59.46843853820598,40.53156146179402,55959039.357429996,15377656.70623,78.4435535218688,21.556446478131207,0.189,count,67852.5
BTC,106445,2026-03-09 08:39:37,SHORT,MODERATE,548,331,217,60.4014598540146,39.5985401459854,51153744.42073,38420327.90897,57.10775795974278,42.89224204025723,0.208,count,67663.5
BTC,106577,2026-03-09 09:48:51,SHORT,MODERATE,534,333,201,62.35955056179775,37.640449438202246,62264568.78382,13314840.657850001,82.38297870251817,17.617021297481834,0.247,count,68230.5
BTC,106721,2026-03-09 10:57:24,SHORT,MODERATE,553,342,211,61.84448462929476,38.155515370705245,60314911.15207,16169914.32432,78.8586635014138,21.141336498586206,0.237,count,67551.5
BTC,106797,2026-03-09 11:30:42,SHORT,MODERATE,558,338,220,60.57347670250897,39.42652329749104,50034244.91304,20286091.10626,71.15188542231607,28.848114577683926,0.211,count,67464.5
BTC,106933,2026-03-09 12:35:47,SHORT,MODERATE,557,348,209,62.47755834829444,37.52244165170557,55345924.25379,13114475.57374,80.84370584048756,19.15629415951245,0.25,count,67989.5
BTC,107072,2026-03-09 13:40:29,SHORT,MODERATE,547,342,205,62.52285191956124,37.47714808043875,53910650.61033,14683524.74035,78.59362742494953,21.406372575050483,0.25,count,68807.5
BTC,107216,2026-03-09 14:47:36,SHORT,MODERATE,553,337,216,60.94032549728752,39.059674502712475,49175222.00825,22370511.347149998,68.73257104511661,31.267428954883385,0.219,count,69244.5
BTC,107372,2026-03-09 15:56:07,SHORT,MODERATE,572,327,245,57.16783216783217,42.83216783216783,47960989.36954,24874128.37085,65.84871536899253,34.151284631007464,0.143,count,68907.0
BTC,107444,2026-03-09 16:30:25,SHORT,MODERATE,574,332,242,57.8397212543554,42.1602787456446,54476750.90136,18444290.2838,74.70649076860198,25.293509231398026,0.157,count,68892.5
BTC,107591,2026-03-09 17:36:28,SHORT,MODERATE,571,323,248,56.56742556917689,43.43257443082312,56183746.05408,18752856.50427,74.97503774651656,25.024962253483444,0.131,count,68585.5
BTC,107660,2026-03-10 07:45:32,SHORT,MODERATE,544,310,234,56.98529411764706,43.01470588235294,56259070.30517,20926381.09778,72.88817942058417,27.111820579415824,0.14,count,70252.5
BTC,107797,2026-03-10 08:55:33,SHORT,MODERATE,545,323,222,59.26605504587156,40.73394495412844,58785031.81771,19348190.3739,75.2369224880404,24.763077511959597,0.185,count,70690.5
BTC,107867,2026-03-10 09:27:53,SHORT,MODERATE,550,333,217,60.54545454545455,39.45454545454545,61747766.89756,19285622.75166,76.20039981649016,23.79960018350983,0.211,count,71179.5
BTC,108006,2026-03-10 10:34:31,SHORT,MODERATE,549,333,216,60.65573770491803,39.34426229508197,59317320.71973,21999059.58786,72.94633688237765,27.05366311762235,0.213,count,70808.5
BTC,108149,2026-03-10 11:40:07,SHORT,MODERATE,556,340,216,61.15107913669065,38.84892086330935,59392609.771060005,19896960.89417,74.90595455715439,25.094045442845612,0.223,count,70580.5
BTC,108301,2026-03-10 12:47:43,SHORT,MODERATE,559,335,224,59.92844364937389,40.07155635062612,58627254.04557,20040057.93667,74.52555905152288,25.474440948477127,0.199,count,70460.5
BTC,108445,2026-03-10 13:56:48,SHORT,MODERATE,567,335,232,59.082892416225754,40.917107583774246,56525216.71826,22702107.25049,71.34560892218889,28.654391077811102,0.182,count,70062.5
BTC,108522,2026-03-10 14:30:37,SHORT,MODERATE,569,327,242,57.46924428822495,42.53075571177504,57060436.90745,24300368.28367,70.13258629067472,29.86741370932527,0.149,count,69880.5
BTC,108669,2026-03-10 15:36:20,SHORT,MODERATE,567,327,240,57.67195767195767,42.32804232804233,53281761.20294,26244401.47932,66.99903453888845,33.00096546111154,0.153,count,71319.5
BTC,108829,2026-03-10 16:45:05,SHORT,MODERATE,583,328,255,56.26072041166381,43.739279588336196,60665045.91912,25535263.12239,70.37683112006776,29.623168879932226,0.125,count,71342.5
BTC,108982,2026-03-10 17:51:53,SHORT,MODERATE,586,328,258,55.972696245733786,44.027303754266214,62326468.63719,31066819.51488,66.73549017323957,33.26450982676042,0.119,count,70807.5
BTC,109063,2026-03-10 18:24:20,SHORT,MODERATE,583,313,270,53.687821612349914,46.312178387650086,53098198.50512,28691397.60856,64.92048014434305,35.07951985565695,0.074,count,70260.5
BTC,109128,2026-03-12 10:45:12,SHORT,MODERATE,565,321,244,56.81415929203539,43.1858407079646,56023710.65087,23591085.28225,70.36846605489315,29.631533945106845,0.136,count,70334.5
BTC,109292,2026-03-12 11:52:58,SHORT,MODERATE,575,322,253,56.00000000000001,44.0,56933247.94522,24003422.69898,70.34295763844827,29.65704236155173,0.12,count,70467.5
BTC,109452,2026-03-12 12:58:09,SHORT,MODERATE,584,320,264,54.794520547945204,45.20547945205479,55129207.471650004,24744556.74338,69.02041992566595,30.979580074334056,0.096,count,70321.5
BTC,109531,2026-03-12 13:30:29,SHORT,MODERATE,580,314,266,54.137931034482754,45.86206896551724,54864391.13394,25249603.85145,68.48290507038796,31.51709492961205,0.083,count,70027.5
BTC,109688,2026-03-12 14:35:11,SHORT,MODERATE,600,321,279,53.5,46.5,63292638.98053,26901701.91547,70.1736254755834,29.826374524416593,0.07,count,69781.5
BTC,109844,2026-03-12 15:39:53,SHORT,MODERATE,593,320,273,53.96290050590219,46.0370994940978,64517809.10274,29167927.78937,68.86620230893817,31.133797691061833,0.079,count,70479.5
BTC,110003,2026-03-12 16:44:36,SHORT,MODERATE,587,317,270,54.00340715502555,45.99659284497445,56836722.42948,30465903.60345,65.10310744609394,34.896892553906056,0.08,count,70349.5
BTC,110148,2026-03-13 08:41:29,SHORT,MODERATE,596,343,253,57.5503355704698,42.4496644295302,57942778.27019,27175709.73789,68.07308215424325,31.926917845756737,0.151,count,71998.5
BTC,110300,2026-03-13 09:46:47,SHORT,MODERATE,600,352,248,58.666666666666664,41.333333333333336,58717113.343059994,26607346.22108,68.81627336756964,31.183726632430364,0.173,count,71865.5
BTC,110457,2026-03-13 10:51:41,SHORT,MODERATE,596,348,248,58.38926174496645,41.61073825503356,60450070.72942,26215330.40952,69.75110013338289,30.2488998666171,0.168,count,72532.5
BTC,110617,2026-03-13 11:59:29,SHORT,MODERATE,595,346,249,58.15126050420169,41.84873949579832,60669337.724870004,25851133.646730002,70.12136753659027,29.878632463409733,0.163,count,72208.5
BTC,110692,2026-03-13 12:32:52,SHORT,MODERATE,601,348,253,57.90349417637272,42.09650582362729,60809234.82409,26009490.78739,70.04161187094091,29.95838812905908,0.158,count,72428.0
BTC,110849,2026-03-13 13:37:49,SHORT,MODERATE,580,329,251,56.72413793103448,43.275862068965516,61416958.725889996,24652220.88728,71.35766717182952,28.642332828170474,0.134,count,72848.0
BTC,111012,2026-03-13 14:42:45,SHORT,MODERATE,602,329,273,54.65116279069767,45.348837209302324,60134974.77759,29871503.54719,66.81182943365313,33.188170566346855,0.093,count,73289.5
BTC,111175,2026-03-13 15:47:41,SHORT,MODERATE,610,314,296,51.47540983606558,48.52459016393443,58432150.069919996,28296481.16224,67.37354117062631,32.626458829373675,0.03,count,72201.5
BTC,111324,2026-03-13 16:53:08,SHORT,MODERATE,602,320,282,53.156146179402,46.84385382059801,60062640.34387,30159340.13273,66.5720703830569,33.42792961694311,0.063,count,71965.5
BTC,111398,2026-03-13 17:26:35,SHORT,MODERATE,605,330,275,54.54545454545454,45.45454545454545,60620934.40902,31390528.10811,65.88411133855637,34.11588866144362,0.091,count,71723.5
BTC,111481,2026-03-13 18:01:25,SHORT,MODERATE,597,311,286,52.09380234505863,47.90619765494137,58416467.92864,32826463.88601,64.02300623932892,35.976993760671085,0.042,count,71723.5
BTC,111560,2026-03-14 07:53:01,SHORT,MODERATE,587,309,278,52.640545144804086,47.35945485519591,55529938.94781,43126696.82946,56.2860658183966,43.713934181603406,0.053,count,70510.5
BTC,111718,2026-03-14 08:58:45,SHORT,MODERATE,595,311,284,52.268907563025216,47.73109243697479,56443405.0495,29334425.06079,65.80185693311095,34.19814306688904,0.045,count,70524.5
BTC,111797,2026-03-14 09:31:15,SHORT,MODERATE,602,318,284,52.823920265780735,47.176079734219265,56751082.30427,29358526.1121,65.90563277196514,34.09436722803486,0.056,count,70628.5
BTC,111950,2026-03-14 10:36:14,SHORT,MODERATE,602,321,281,53.32225913621262,46.67774086378738,56649756.940189995,29105882.58604,66.05951194948828,33.940488050511725,0.066,count,70393.5
BTC,112095,2026-03-14 11:42:15,SHORT,MODERATE,610,331,279,54.26229508196722,45.73770491803278,57594614.27974,29480382.75767,66.14368790043788,33.856312099562125,0.085,count,70658.5
BTC,112260,2026-03-14 12:47:18,SHORT,MODERATE,617,328,289,53.16045380875203,46.83954619124797,56959459.28584,29472140.8056,65.90119727689867,34.09880272310134,0.063,count,70666.5
BTC,112404,2026-03-14 13:52:48,SHORT,MODERATE,612,333,279,54.41176470588235,45.588235294117645,56481178.32087,29238795.59821,65.89033540092821,34.10966459907179,0.088,count,70769.5
BTC,112565,2026-03-14 14:57:48,SHORT,MODERATE,617,329,288,53.322528363047006,46.677471636953,56355587.74249,29371661.07509,65.73824369706497,34.26175630293501,0.066,count,70593.5
BTC,112636,2026-03-14 15:30:17,SHORT,MODERATE,624,339,285,54.32692307692307,45.67307692307692,56737648.86357,29420038.96861,65.85326311690832,34.146736883091684,0.087,count,70571.5
BTC,112791,2026-03-14 16:35:20,SHORT,MODERATE,626,342,284,54.632587859424916,45.367412140575084,56846633.02038,27519260.7726,67.38105941231686,32.618940587683134,0.093,count,70638.5
BTC,112939,2026-03-14 17:40:23,SHORT,MODERATE,622,343,279,55.14469453376206,44.855305466237944,57321958.44927,27982843.83891,67.19663713142754,32.80336286857247,0.103,count,70613.5
BTC,113100,2026-03-14 18:45:26,SHORT,MODERATE,626,343,283,54.7923322683706,45.20766773162939,58174695.286520004,27987343.24731,67.51777961204891,32.48222038795109,0.096,count,70596.5
BTC,113169,2026-03-16 08:40:01,SHORT,MODERATE,583,320,263,54.8885077186964,45.1114922813036,61382036.24352,32138422.242,65.6348752321653,34.36512476783469,0.098,count,73174.5
BTC,113320,2026-03-16 09:47:11,SHORT,MODERATE,594,331,263,55.72390572390572,44.27609427609428,62364397.58887,32774549.841789998,65.55085932007285,34.44914067992715,0.114,count,73182.5
BTC,113393,2026-03-16 10:19:51,SHORT,MODERATE,589,332,257,56.36672325976231,43.63327674023769,62404431.75977,32096413.72888,66.03584490391154,33.96415509608846,0.127,count,73343.5
BTC,113462,2026-03-19 08:51:42,SHORT,MODERATE,555,312,243,56.21621621621622,43.78378378378379,62678351.44648,25604093.40368,70.99752567213412,29.002474327865873,0.124,count,69983.5
BTC,113617,2026-03-19 09:56:53,SHORT,MODERATE,577,318,259,55.11265164644714,44.88734835355286,62991556.58103,24614275.002749998,71.90338296234235,28.09661703765765,0.102,count,70453.5
BTC,113690,2026-03-19 10:29:25,SHORT,MODERATE,580,321,259,55.344827586206904,44.6551724137931,62517141.49771,24623369.69922,71.7429134153536,28.2570865846464,0.107,count,70367.5
BTC,113838,2026-03-19 11:34:31,SHORT,MODERATE,583,321,262,55.06003430531733,44.93996569468268,62682013.322009996,24749559.24477,71.69265230147111,28.307347698528872,0.101,count,70127.0
BTC,113989,2026-03-19 12:39:37,SHORT,MODERATE,575,320,255,55.65217391304348,44.34782608695652,61429351.9712,26372125.00224,69.96391642680729,30.036083573192723,0.113,count,69567.5
BTC,114142,2026-03-19 13:44:40,SHORT,MODERATE,562,314,248,55.871886120996436,44.128113879003564,58578527.44342,25094748.97446,70.00864547345783,29.991354526542175,0.117,count,69646.5
BTC,114293,2026-03-19 14:49:45,SHORT,MODERATE,574,320,254,55.749128919860624,44.25087108013937,58609586.1802,26944771.07839,68.50567061482467,31.494329385175334,0.115,count,69231.5
BTC,114450,2026-03-19 15:54:50,SHORT,MODERATE,574,320,254,55.749128919860624,44.25087108013937,56454232.01478,26044938.34872,68.43006028549952,31.569939714500485,0.115,count,69395.5
BTC,114525,2026-03-19 16:27:22,SHORT,MODERATE,580,322,258,55.51724137931034,44.48275862068966,55159246.3614,25330349.48745,68.52965998858112,31.47034001141889,0.11,count,69475.5
BTC,114590,2026-03-20 08:40:32,SHORT,MODERATE,581,348,233,59.896729776247845,40.103270223752155,67573522.27798,24359925.20985,73.50265232566773,26.497347674332268,0.198,count,71092.5
BTC,114741,2026-03-20 09:45:38,SHORT,MODERATE,578,341,237,58.99653979238755,41.003460207612456,56795841.06743,24268705.71034,70.06249134178208,29.937508658217908,0.18,count,70601.5
BTC,114889,2026-03-20 10:50:51,SHORT,MODERATE,577,343,234,59.44540727902946,40.55459272097054,57583722.88758,24275231.99523,70.34505017809886,29.654949821901145,0.189,count,70539.5
BTC,115047,2026-03-20 11:55:54,SHORT,MODERATE,588,337,251,57.31292517006803,42.68707482993197,56888199.05716,26937930.16675,67.86451859801919,32.13548140198081,0.146,count,70387.5
BTC,115121,2026-03-20 12:28:27,SHORT,MODERATE,591,341,250,57.69881556683587,42.30118443316413,56903068.821490005,25725522.33033,68.86607653389312,31.13392346610688,0.154,count,70399.5
BTC,115271,2026-03-20 13:33:34,SHORT,MODERATE,584,333,251,57.02054794520548,42.97945205479452,56862473.1656,26966884.17955,67.83121685101385,32.16878314898616,0.14,count,70047.5
BTC,115428,2026-03-20 14:38:41,SHORT,MODERATE,582,333,249,57.21649484536082,42.78350515463917,60434569.87581,27265083.34868,68.91084246492063,31.08915753507936,0.144,count,69994.5
BTC,115577,2026-03-20 15:43:40,SHORT,MODERATE,580,330,250,56.896551724137936,43.103448275862064,53937124.6926,27756429.82945,66.02372122030971,33.976278779690304,0.138,count,69892.5
BTC,115727,2026-03-20 16:48:42,SHORT,MODERATE,587,337,250,57.41056218057922,42.58943781942078,55652216.53933,27960401.25274,66.5595911345909,33.4404088654091,0.148,count,69767.5
BTC,115879,2026-03-20 17:53:48,SHORT,MODERATE,581,335,246,57.6592082616179,42.3407917383821,55453150.28653,28848082.387,65.7797620840032,34.220237915996805,0.153,count,69742.5
BTC,116016,2026-03-23 08:43:18,SHORT,MODERATE,565,334,231,59.11504424778761,40.884955752212385,56911398.829289995,17322926.77967,76.6645326975542,23.335467302445785,0.182,count,68562.5
BTC,116170,2026-03-23 09:48:13,SHORT,MODERATE,574,328,246,57.14285714285714,42.857142857142854,56783930.74424,18511164.43394,75.41517891685405,24.58482108314594,0.143,count,68201.5
BTC,116315,2026-03-23 10:53:08,SHORT,MODERATE,573,325,248,56.719022687609076,43.280977312390924,55812889.25095,18476060.84444,75.12946296762037,24.87053703237964,0.134,count,68474.5
BTC,116470,2026-03-23 11:58:04,SHORT,MODERATE,537,293,244,54.56238361266295,45.43761638733706,54212333.66097,21148400.2286,71.93710950375053,28.062890496249477,0.091,count,70081.5
BTC,116540,2026-03-23 12:30:31,SHORT,MODERATE,534,292,242,54.68164794007491,45.31835205992509,54131363.08593,22065859.98412,71.04112316030951,28.95887683969048,0.094,count,70204.5
BTC,116694,2026-03-23 13:35:27,SHORT,MODERATE,549,297,252,54.09836065573771,45.90163934426229,54106563.567269996,24087462.87833,69.19526468548364,30.80473531451635,0.082,count,70768.5
BTC,116827,2026-03-23 14:40:22,SHORT,MODERATE,528,299,229,56.628787878787875,43.371212121212125,55842692.09974,22840928.2898,70.97117776645109,29.028822233548894,0.133,count,71442.5
BTC,116989,2026-03-23 15:45:17,SHORT,MODERATE,538,286,252,53.159851301115246,46.84014869888476,54199269.86222,22572693.55736,70.59773835144219,29.402261648557808,0.063,count,70615.0
BTC,117130,2026-03-23 16:50:12,SHORT,MODERATE,536,292,244,54.47761194029851,45.52238805970149,56603385.676759996,24076723.5399,70.15779505795675,29.84220494204325,0.09,count,70596.5
BTC,117278,2026-03-23 17:55:08,SHORT,MODERATE,550,295,255,53.63636363636364,46.36363636363636,56240893.01742,22875565.14318,71.08621180090688,28.91378819909311,0.073,count,71036.5
BTC,117361,2026-03-23 18:27:35,SHORT,MODERATE,545,288,257,52.84403669724771,47.1559633027523,56144887.36482,22592769.67,71.30627133087177,28.69372866912822,0.057,count,70916.5
BTC,117504,2026-03-23 19:32:31,SHORT,MODERATE,550,289,261,52.545454545454554,47.45454545454545,56058597.607540004,23516141.93073,70.44772993643248,29.552270063567533,0.051,count,70987.5
BTC,117650,2026-03-23 20:37:27,SHORT,MODERATE,565,298,267,52.743362831858406,47.256637168141594,55556640.804519996,22901494.72851,70.8105544786127,29.1894455213873,0.055,count,70954.5
BTC,117796,2026-03-23 21:42:22,SHORT,MODERATE,566,300,266,53.003533568904594,46.996466431095406,55918934.59346,21628002.20218,72.10979170050724,27.89020829949277,0.06,count,70901.5
BTC,117946,2026-03-23 22:47:17,SHORT,MODERATE,572,298,274,52.09790209790209,47.9020979020979,48565507.69053,28898777.67891,62.694062765715906,37.30593723428409,0.042,count,70667.5
BTC,118096,2026-03-23 23:52:13,SHORT,MODERATE,572,300,272,52.44755244755245,47.55244755244755,48423090.0279,28938150.37081,62.593476757008496,37.40652324299152,0.049,count,70779.0
BTC,118242,2026-03-24 00:57:08,SHORT,MODERATE,558,298,260,53.40501792114696,46.59498207885305,48748131.12714,29271957.72159,62.4815119368241,37.51848806317591,0.068,count,70676.0
BTC,118318,2026-03-24 01:29:35,SHORT,MODERATE,561,299,262,53.297682709447415,46.702317290552585,48756997.61541,29262616.18668,62.49325680987143,37.50674319012857,0.066,count,70802.5
BTC,118464,2026-03-24 02:34:31,SHORT,MODERATE,558,298,260,53.40501792114696,46.59498207885305,48542087.28641,28516173.45812,62.99400845204747,37.00599154795254,0.068,count,70493.5
BTC,118616,2026-03-24 03:39:26,SHORT,MODERATE,557,297,260,53.3213644524237,46.678635547576306,48419495.51656,28233804.08278,63.166877055057526,36.83312294494247,0.066,count,70432.5
BTC,118769,2026-03-24 04:44:22,SHORT,MODERATE,558,292,266,52.32974910394266,47.67025089605735,48422072.51852,28563690.79846,62.8974376978607,37.10256230213928,0.047,count,70323.5
BTC,118918,2026-03-24 05:49:17,SHORT,MODERATE,562,295,267,52.49110320284698,47.50889679715303,48831463.69799,29213420.78817,62.56843612427856,37.43156387572145,0.05,count,70325.5
BTC,119067,2026-03-24 06:54:13,SHORT,MODERATE,565,299,266,52.92035398230088,47.07964601769912,49155670.12367,29277908.80635,62.671716367205,37.32828363279499,0.058,count,70462.5
BTC,119211,2026-03-24 07:59:08,SHORT,MODERATE,542,298,244,54.981549815498155,45.018450184501845,49270839.68688,28401026.94665,63.434602285726946,36.56539771427306,0.1,count,71356.5
BTC,119283,2026-03-24 08:31:35,SHORT,MODERATE,547,309,238,56.48994515539305,43.51005484460695,49659322.81627,27822243.312710002,64.09179021188653,35.90820978811346,0.13,count,70880.5
BTC,119431,2026-03-24 09:36:31,SHORT,MODERATE,557,317,240,56.91202872531418,43.08797127468581,50925428.81324,27636274.22667,64.82220578564781,35.177794214352176,0.138,count,71010.5
BTC,119586,2026-03-24 10:41:26,SHORT,MODERATE,557,310,247,55.65529622980251,44.34470377019748,50540669.581369996,27842705.98994,64.47881226471314,35.52118773528685,0.113,count,71203.5
BTC,119732,2026-03-24 11:46:21,SHORT,MODERATE,562,312,250,55.51601423487544,44.48398576512456,50832788.82695,28221194.29684,64.30136321828509,35.698636781714924,0.11,count,71281.5
BTC,119884,2026-03-24 12:51:16,SHORT,MODERATE,564,313,251,55.49645390070922,44.50354609929078,51964560.220240004,28469739.33321,64.60497637044584,35.39502362955415,0.11,count,70904.5
BTC,120037,2026-03-24 13:56:12,SHORT,MODERATE,543,292,251,53.77532228360957,46.224677716390424,53228191.66341,28446197.6895,65.17121472854149,34.828785271458514,0.076,count,70086.5
BTC,120116,2026-03-24 14:28:39,SHORT,MODERATE,534,278,256,52.05992509363296,47.940074906367045,53298132.911639996,28725527.0028,64.97897431940493,35.02102568059507,0.041,count,70052.5
BTC,120254,2026-03-24 15:33:34,SHORT,MODERATE,543,305,238,56.16942909760589,43.83057090239411,51028298.45123,27069440.62395,65.3390214050987,34.660978594901295,0.123,count,69771.5
BTC,120397,2026-03-24 16:38:30,SHORT,MODERATE,539,298,241,55.287569573283854,44.712430426716146,54474745.41597,26641800.08118,67.15614561998815,32.84385438001184,0.106,count,69540.5
BTC,120539,2026-03-24 17:43:25,SHORT,MODERATE,537,297,240,55.3072625698324,44.6927374301676,53639718.62697,26277714.97868,67.11892037431214,32.881079625687846,0.106,count,69124.5
BTC,120681,2026-03-24 18:48:21,SHORT,MODERATE,543,311,232,57.2744014732965,42.7255985267035,54615628.14148,25903882.4637,67.82906121881777,32.170938781182244,0.145,count,69465.5
BTC,120825,2026-03-24 19:53:16,SHORT,MODERATE,554,318,236,57.400722021660656,42.59927797833935,53799955.00284,25280725.38838,68.03173004668935,31.968269953310635,0.148,count,69309.5
BTC,120968,2026-03-24 20:58:12,SHORT,MODERATE,537,315,222,58.659217877094974,41.340782122905026,49497876.73291,25293539.92897,66.18122632531747,33.81877367468253,0.173,count,70036.5
BTC,121041,2026-03-24 21:30:39,SHORT,MODERATE,545,322,223,59.082568807339456,40.91743119266055,49620964.54864,25181652.47594,66.33586700895056,33.66413299104944,0.182,count,70103.5
BTC,121185,2026-03-24 22:35:35,SHORT,MODERATE,540,321,219,59.44444444444444,40.55555555555556,50196837.50693,24852902.53167,66.88475866953368,33.115241330466326,0.189,count,70148.5
BTC,121329,2026-03-24 23:40:30,SHORT,MODERATE,537,321,216,59.77653631284916,40.22346368715084,50490148.14766,25123734.22535,66.77364865169547,33.22635134830451,0.196,count,70743.5
BTC,121472,2026-03-25 00:45:25,SHORT,MODERATE,532,318,214,59.77443609022557,40.225563909774436,51650324.105110005,25779001.76696,66.70641068275283,33.293589317247175,0.195,count,70916.5
BTC,121617,2026-03-25 01:50:20,SHORT,MODERATE,536,311,225,58.02238805970149,41.97761194029851,50776656.227919996,26244085.09618,65.92595105551374,34.07404894448628,0.16,count,70766.5
BTC,121755,2026-03-25 02:55:16,SHORT,MODERATE,541,317,224,58.59519408502772,41.40480591497228,50615180.19498,25880904.25742,66.16702091003822,33.83297908996178,0.172,count,70564.5
BTC,121831,2026-03-25 03:27:43,SHORT,MODERATE,538,309,229,57.43494423791822,42.56505576208178,50428240.07801,25989357.78449,65.99034972120783,34.00965027879216,0.149,count,70427.5
BTC,121971,2026-03-25 04:32:38,SHORT,MODERATE,537,309,228,57.54189944134078,42.45810055865922,50061098.70863,26775581.42192,65.15260501048884,34.847394989511166,0.151,count,70804.5
BTC,122114,2026-03-25 05:37:33,SHORT,MODERATE,535,312,223,58.3177570093458,41.6822429906542,48968930.14905,28445113.29505,63.255874477619855,36.744125522380145,0.166,count,71180.5
BTC,122255,2026-03-25 06:42:29,SHORT,MODERATE,534,310,224,58.052434456928836,41.947565543071164,48614903.322060004,24734264.64558,66.27873862660282,33.72126137339717,0.161,count,71203.5
BTC,122397,2026-03-25 07:47:33,SHORT,MODERATE,538,311,227,57.80669144981413,42.193308550185876,48570636.03585,24814738.0607,66.18571702305107,33.81428297694893,0.156,count,70875.5
BTC,122544,2026-03-25 08:52:28,SHORT,MODERATE,530,312,218,58.867924528301884,41.132075471698116,48772257.183400005,24692771.91343,66.3883997365823,33.6116002634177,0.177,count,71291.5
BTC,122692,2026-03-25 09:57:24,SHORT,MODERATE,536,316,220,58.95522388059702,41.04477611940299,48488273.67341,26457309.27078,64.69797387461506,35.30202612538495,0.179,count,71243.5
BTC,122763,2026-03-25 10:29:52,SHORT,MODERATE,546,324,222,59.34065934065934,40.65934065934066,48602379.937079996,25381927.08672,65.69282310293872,34.30717689706128,0.187,count,71362.5
BTC,122909,2026-03-25 11:34:47,SHORT,MODERATE,538,323,215,60.03717472118959,39.96282527881041,48296393.570659995,26344217.2722,64.70524962923713,35.29475037076287,0.201,count,71925.5
BTC,123061,2026-03-25 12:39:44,SHORT,MODERATE,540,315,225,58.333333333333336,41.66666666666667,47748605.684080005,29002361.96885,62.21238265034067,37.78761734965933,0.167,count,71355.5
BTC,123212,2026-03-25 13:44:39,SHORT,MODERATE,545,320,225,58.71559633027523,41.284403669724774,50050506.28259,27803466.885900002,64.28767119472721,35.71232880527278,0.174,count,71724.5
BTC,123363,2026-03-25 14:49:35,SHORT,MODERATE,550,315,235,57.27272727272727,42.72727272727273,49899131.33341,27223726.2355,64.70083306861997,35.299166931380036,0.145,count,71364.5
BTC,123518,2026-03-25 15:54:30,SHORT,MODERATE,542,296,246,54.61254612546126,45.38745387453875,49088681.97942,26975905.94036,64.53552608631811,35.464473913681886,0.092,count,70838.5
BTC,123656,2026-03-25 16:59:25,SHORT,MODERATE,521,301,220,57.77351247600768,42.226487523992326,48656224.53123,27286473.626480002,64.06965476810655,35.93034523189347,0.155,count,71302.5
BTC,123730,2026-03-25 17:31:53,SHORT,MODERATE,528,302,226,57.1969696969697,42.803030303030305,49247793.38637,27020207.9872,64.57202561943153,35.427974380568486,0.144,count,70984.5
BTC,123882,2026-03-25 18:36:52,SHORT,MODERATE,531,297,234,55.932203389830505,44.06779661016949,49402646.81342,28098918.01803,63.74406364679296,36.255936353207034,0.119,count,70885.5
BTC,124025,2026-03-25 19:41:48,SHORT,MODERATE,517,290,227,56.09284332688588,43.907156673114116,50058665.12107,28045479.94947,64.09220032542365,35.907799674576346,0.122,count,71021.5
BTC,124172,2026-03-25 20:46:43,SHORT,MODERATE,517,287,230,55.512572533849124,44.48742746615087,48796069.702250004,28273958.01952,63.313938173745534,36.686061826254466,0.11,count,70867.5
BTC,124312,2026-03-25 21:51:38,SHORT,MODERATE,518,294,224,56.75675675675676,43.24324324324324,48600705.97327,27867997.95264,63.55633543934377,36.44366456065623,0.135,count,70995.5
BTC,124455,2026-03-25 22:56:33,SHORT,MODERATE,513,291,222,56.72514619883041,43.27485380116959,48094147.74975,27945784.19278,63.24854128762101,36.75145871237899,0.135,count,71293.0
BTC,124527,2026-03-25 23:29:01,SHORT,MODERATE,516,294,222,56.97674418604651,43.02325581395349,49541148.60657,27191037.56308,64.563713194666,35.43628680533399,0.14,count,71354.5
BTC,124675,2026-03-26 00:33:56,SHORT,MODERATE,526,295,231,56.083650190114064,43.91634980988593,49614082.22732,27205982.55609,64.58479613002697,35.41520386997302,0.122,count,71334.5
BTC,124815,2026-03-26 01:38:52,SHORT,MODERATE,535,304,231,56.82242990654206,43.177570093457945,49825204.60147,27388554.50095,64.528919690828,35.471080309171995,0.136,count,71275.5
BTC,124964,2026-03-26 02:43:47,SHORT,MODERATE,525,288,237,54.85714285714286,45.14285714285714,49323972.17047,26926535.95283,64.68674555022143,35.31325444977856,0.097,count,70833.5
BTC,125105,2026-03-26 03:48:43,SHORT,MODERATE,527,288,239,54.64895635673624,45.35104364326376,47476482.10948,27660570.11607,63.18651145238281,36.8134885476172,0.093,count,70810.5
BTC,125242,2026-03-26 04:53:39,SHORT,MODERATE,530,293,237,55.283018867924525,44.716981132075475,47624768.238800004,27396536.016119998,63.48165859256799,36.518341407432004,0.106,count,70788.5
BTC,125392,2026-03-26 05:58:34,SHORT,MODERATE,505,268,237,53.069306930693074,46.930693069306926,45315340.47418,27926526.82072,61.87081535172084,38.12918464827915,0.061,count,69982.5
BTC,125459,2026-03-26 06:31:02,SHORT,MODERATE,516,281,235,54.45736434108527,45.542635658914726,46234989.72047,28606584.15385,61.77714781641487,38.22285218358513,0.089,count,70038.5
BTC,125600,2026-03-26 07:35:58,SHORT,MODERATE,520,285,235,54.807692307692314,45.19230769230769,45978140.45232,28530889.07963,61.708145631670384,38.291854368329616,0.096,count,69939.5
